project,full_url,pr_number,commit_sha,author,language,system_loc,cloned_loc,clone_density
aspire,https://github.com/dotnet/aspire,9753,36da189de5e8ac09bdf2aef991f6c02d9af6b05f,agent,cs,149800,1435,0.96
aspire,https://github.com/dotnet/aspire,9776,9c5787987f6f394b459e456760d7457e7f1d5d1f,agent,cs,149853,1435,0.96
aspire,https://github.com/dotnet/aspire,9779,154ec624906df1bf532d33f2393e11f11eba6660,human,cs,149966,1435,0.96
aspire,https://github.com/dotnet/aspire,9791,64ad2458653afeb01d9e3bf57bb978428c5e9537,agent,cs,149935,1435,0.96
aspire,https://github.com/dotnet/aspire,9794,5e515681699f416bea37f548e49beba66f2ef2c9,human,cs,149935,1435,0.96
aspire,https://github.com/dotnet/aspire,9802,f710e97e48f7aef43e31ad6e7eed538de1456271,agent,cs,149936,1435,0.96
aspire,https://github.com/dotnet/aspire,9813,de11e236bad517b6088b2bb9b3c50fc8bae565e5,agent,cs,150967,1435,0.95
aspire,https://github.com/dotnet/aspire,9814,001b020b21a15617cb77eb26697bc9d5c903de60,agent,cs,150979,1435,0.95
aspire,https://github.com/dotnet/aspire,9815,7acebca1ea1d26c4e4e1ecb9c8f979c8105410ba,agent,cs,151028,1435,0.95
aspire,https://github.com/dotnet/aspire,9816,be56454cc4702b3b246a4244bda6ade29feafec0,agent,cs,150977,1435,0.95
aspire,https://github.com/dotnet/aspire,9836,0f8f4a0ee103a9843fd9b4791f33eedf937b37bf,agent,cs,151313,1435,0.95
aspire,https://github.com/dotnet/aspire,9848,e57581a64f3c3b7a618e22ddb58c2d74c3654a65,agent,cs,151989,1435,0.94
aspire,https://github.com/dotnet/aspire,9849,5f2a3264c593733399fe396a03371e434f77e4b2,agent,cs,151509,1435,0.95
aspire,https://github.com/dotnet/aspire,9872,efa5312a6e30be2af7a4c7416198bf237400918d,agent,cs,151916,1435,0.94
aspire,https://github.com/dotnet/aspire,9875,e7399a131b89f0eb40594d5363f4562dfca25cd8,agent,cs,151941,1435,0.94
aspire,https://github.com/dotnet/aspire,9876,22eefeca966937d653f30bf8d770c8011f15b8e9,human,cs,151916,1435,0.94
aspire,https://github.com/dotnet/aspire,9903,dd807f57969c2aeb4697ee80008bfc463dfe9d77,agent,cs,152005,1435,0.94
aspire,https://github.com/dotnet/aspire,9918,ae174dd94d8749c4a46328859b91d4add776d944,agent,cs,153466,1435,0.94
aspire,https://github.com/dotnet/aspire,9939,b75c670edcad6108705388c5e13857ce62d2e784,agent,cs,153563,1435,0.93
aspire,https://github.com/dotnet/aspire,9946,81fb833940ddfe7666c65a183bbedb329ebf3263,agent,cs,153587,1435,0.93
aspire,https://github.com/dotnet/aspire,9958,62d7aa036bfd77a957363276c62dbe6733444cf3,human,cs,147342,1451,0.98
aspire,https://github.com/dotnet/aspire,9965,e579d0581d6565d28dffbc817e5f20cf51ef068a,agent,cs,163862,1435,0.88
aspire,https://github.com/dotnet/aspire,9979,ca80d5aeadd2e6e3df41fade5023a75b0c0e1a5a,agent,cs,154153,1435,0.93
aspire,https://github.com/dotnet/aspire,9992,b927cf7e4efe6a4b00ff73c2b86cae3695220084,agent,cs,163729,1407,0.86
aspire,https://github.com/dotnet/aspire,9995,8db3dc5795a8ccfac2f176ec3e184fccfd41dd69,agent,cs,156589,1435,0.92
